00,54,60,7f,ff,ff,fe
00,54,62,88,8,ff,bd
00,54,64,90,9,fe,fb
00,54,66,97,fa,fd,b9
00,54,68,9f,d3,fb,f8
00,54,6a,a7,8c,f9,ba
00,54,6c,af,1d,f7,0
00,54,6e,b6,7e,f3,cf
00,54,70,bd,a8,f0,28
00,54,72,c4,94,ec,11
00,54,74,cb,3a,e7,8c
00,54,76,d1,95,e2,9e
00,54,78,d7,9d,dd,4d
00,54,7a,dd,4d,d7,9d
00,54,7c,e2,9e,d1,95
00,54,7e,e7,8c,cb,3a
00,54,80,ec,11,c4,94
00,54,82,f0,28,bd,a8
00,54,84,f3,cf,b6,7e
00,54,86,f7,0,af,1d
00,54,88,f9,ba,a7,8c
00,54,8a,fb,f8,9f,d3
00,54,8c,fd,b9,97,fa
00,54,8e,fe,fb,90,9
00,54,90,ff,bd,88,8
00,54,92,ff,fe,7f,ff
00,54,94,ff,bd,77,f5
00,54,96,fe,fb,6f,f4
00,54,98,fd,b9,68,3
00,54,9a,fb,f8,60,2a
00,54,9c,f9,ba,58,71
00,54,9e,f7,0,50,e0
00,54,a0,f3,cf,49,7f
00,54,a2,f0,28,42,55
00,54,a4,ec,11,3b,69
00,54,a6,e7,8c,34,c3
00,54,a8,e2,9e,2e,68
00,54,aa,dd,4d,28,60
00,54,ac,d7,9d,22,b0
00,54,ae,d1,95,1d,5f
00,54,b0,cb,3a,18,71
00,54,b2,c4,94,13,ec
00,54,b4,bd,a8,f,d5
00,54,b6,b6,7e,c,2e
00,54,b8,af,1d,8,fd
00,54,ba,a7,8c,6,43
00,54,bc,9f,d3,4,5
00,54,be,97,fa,2,44
00,54,c0,90,9,1,2
00,54,c2,88,8,0,40
00,54,c4,7f,fe,0,0
00,54,c6,77,f5,0,40
00,54,c8,6f,f4,1,2
00,54,ca,68,3,2,44
00,54,cc,60,2a,4,5
00,54,ce,58,71,6,43
00,54,d0,50,e0,8,fd
00,54,d2,49,7f,c,2e
00,54,d4,42,55,f,d5
00,54,d6,3b,69,13,ec
00,54,d8,34,c3,18,71
00,54,da,2e,68,1d,5f
