00,41,a0,7f,ff,ff,fe
00,41,a2,88,8,ff,bd
00,41,a4,90,9,fe,fb
00,41,a6,97,fa,fd,b9
00,41,a8,9f,d3,fb,f8
00,41,aa,a7,8c,f9,ba
00,41,ac,af,1d,f7,0
00,41,ae,b6,7e,f3,cf
00,41,b0,bd,a8,f0,28
00,41,b2,c4,94,ec,11
00,41,b4,cb,3a,e7,8c
00,41,b6,d1,95,e2,9e
00,41,b8,d7,9d,dd,4d
00,41,ba,dd,4d,d7,9d
00,41,bc,e2,9e,d1,95
00,41,be,e7,8c,cb,3a
00,41,c0,ec,11,c4,94
00,41,c2,f0,28,bd,a8
00,41,c4,f3,cf,b6,7e
00,41,c6,f7,0,af,1d
00,41,c8,f9,ba,a7,8c
00,41,ca,fb,f8,9f,d3
00,41,cc,fd,b9,97,fa
00,41,ce,fe,fb,90,9
00,41,d0,ff,bd,88,8
00,41,d2,ff,fe,7f,ff
00,41,d4,ff,bd,77,f5
00,41,d6,fe,fb,6f,f4
00,41,d8,fd,b9,68,3
00,41,da,fb,f8,60,2a
00,41,dc,f9,ba,58,71
00,41,de,f7,0,50,e0
00,41,e0,f3,cf,49,7f
00,41,e2,f0,28,42,55
00,41,e4,ec,11,3b,69
00,41,e6,e7,8c,34,c3
00,41,e8,e2,9e,2e,68
00,41,ea,dd,4d,28,60
00,41,ec,d7,9d,22,b0
00,41,ee,d1,95,1d,5f
00,41,f0,cb,3a,18,71
00,41,f2,c4,94,13,ec
00,41,f4,bd,a8,f,d5
00,41,f6,b6,7e,c,2e
00,41,f8,af,1d,8,fd
00,41,fa,a7,8c,6,43
00,41,fc,9f,d3,4,5
00,41,fe,97,fa,2,44
00,42,0,90,9,1,2
00,42,2,88,8,0,40
00,42,4,7f,ff,0,0
00,42,6,77,f5,0,40
00,42,8,6f,f4,1,2
00,42,a,68,3,2,44
00,42,c,60,2a,4,5
00,42,e,58,71,6,43
00,42,10,50,e0,8,fd
00,42,12,49,7f,c,2e
00,42,14,42,55,f,d5
00,42,16,3b,69,13,ec
00,42,18,34,c3,18,71
00,42,1a,2e,68,1d,5f
00,42,1c,28,60,22,b0
00,42,1e,22,b0,28,60
00,42,20,1d,5f,2e,68
00,42,22,18,71,34,c3
00,42,24,13,ec,3b,69
00,42,26,f,d5,42,55
00,42,28,c,2e,49,7f
00,42,2a,8,fd,50,e0
00,42,2c,6,43,58,71
00,42,2e,4,5,60,2a
00,42,30,2,44,68,3
00,42,32,1,2,6f,f4
00,42,34,0,40,77,f5
00,42,36,0,0,7f,ff
00,42,38,0,40,88,8
00,42,3a,1,2,90,9
00,42,3c,2,44,97,fa
00,42,3e,4,5,9f,d3
00,42,40,6,43,a7,8c
00,42,42,8,fd,af,1d
00,42,44,c,2e,b6,7e
00,42,46,f,d5,bd,a8
00,42,48,13,ec,c4,94
00,42,4a,18,71,cb,3a
00,42,4c,1d,5f,d1,95
00,42,4e,22,b0,d7,9d
00,42,50,28,60,dd,4d
00,42,52,2e,68,e2,9e
00,42,54,34,c3,e7,8c
00,42,56,3b,69,ec,11
