00,a8,c0,7f,ff,ff,fe
00,a8,c2,88,8,ff,bd
00,a8,c4,90,9,fe,fb
00,a8,c6,97,fa,fd,b9
00,a8,c8,9f,d3,fb,f8
00,a8,ca,a7,8c,f9,ba
00,a8,cc,af,1d,f7,0
00,a8,ce,b6,7e,f3,cf
00,a8,d0,bd,a8,f0,28
00,a8,d2,c4,94,ec,11
00,a8,d4,cb,3a,e7,8c
00,a8,d6,d1,95,e2,9e
00,a8,d8,d7,9d,dd,4d
00,a8,da,dd,4d,d7,9d
00,a8,dc,e2,9e,d1,95
00,a8,de,e7,8c,cb,3a
00,a8,e0,ec,11,c4,94
00,a8,e2,f0,28,bd,a8
00,a8,e4,f3,cf,b6,7e
00,a8,e6,f7,0,af,1d
00,a8,e8,f9,ba,a7,8c
00,a8,ea,fb,f8,9f,d3
00,a8,ec,fd,b9,97,fa
00,a8,ee,fe,fb,90,9
00,a8,f0,ff,bd,88,8
00,a8,f2,ff,fe,7f,ff
00,a8,f4,ff,bd,77,f5
00,a8,f6,fe,fb,6f,f4
00,a8,f8,fd,b9,68,3
00,a8,fa,fb,f8,60,2a
00,a8,fc,f9,ba,58,71
00,a8,fe,f7,0,50,e0
00,a9,0,f3,cf,49,7f
00,a9,2,f0,28,42,55
00,a9,4,ec,11,3b,69
00,a9,6,e7,8c,34,c3
00,a9,8,e2,9e,2e,68
00,a9,a,dd,4d,28,60
00,a9,c,d7,9d,22,b0
00,a9,e,d1,95,1d,5f
00,a9,10,cb,3a,18,71
00,a9,12,c4,94,13,ec
00,a9,14,bd,a8,f,d5
00,a9,16,b6,7e,c,2e
00,a9,18,af,1d,8,fd
00,a9,1a,a7,8c,6,43
00,a9,1c,9f,d3,4,5
00,a9,1e,97,fa,2,44
00,a9,20,90,9,1,2
00,a9,22,88,8,0,40
00,a9,24,7f,ff,0,0
00,a9,26,77,f5,0,40
00,a9,28,6f,f4,1,2
00,a9,2a,68,3,2,44
00,a9,2c,60,2a,4,5
00,a9,2e,58,71,6,43
00,a9,30,50,e0,8,fd
00,a9,32,49,7f,c,2e
00,a9,34,42,55,f,d5
00,a9,36,3b,69,13,ec
00,a9,38,34,c3,18,71
00,a9,3a,2e,68,1d,5f
00,a9,3c,28,60,22,b0
00,a9,3e,22,b0,28,60
00,a9,40,1d,5f,2e,68
00,a9,42,18,71,34,c3
00,a9,44,13,ec,3b,69
00,a9,46,f,d5,42,55
00,a9,48,c,2e,49,7f
00,a9,4a,8,fd,50,e0
00,a9,4c,6,43,58,71
00,a9,4e,4,5,60,2a
00,a9,50,2,44,68,3
00,a9,52,1,2,6f,f4
00,a9,54,0,40,77,f5
00,a9,56,0,0,7f,fe
00,a9,58,0,40,88,8
00,a9,5a,1,2,90,9
00,a9,5c,2,44,97,fa
00,a9,5e,4,5,9f,d3
00,a9,60,6,43,a7,8c
00,a9,62,8,fd,af,1d
00,a9,64,c,2e,b6,7e
00,a9,66,f,d5,bd,a8
00,a9,68,13,ec,c4,94
00,a9,6a,18,71,cb,3a
00,a9,6c,1d,5f,d1,95
00,a9,6e,22,b0,d7,9d
00,a9,70,28,60,dd,4d
00,a9,72,2e,68,e2,9e
00,a9,74,34,c3,e7,8c
00,a9,76,3b,69,ec,11
00,a9,78,42,55,f0,28
00,a9,7a,49,7f,f3,cf
00,a9,7c,50,e0,f7,0
00,a9,7e,58,71,f9,ba
00,a9,80,60,2a,fb,f8
00,a9,82,68,3,fd,b9
00,a9,84,6f,f4,fe,fb
00,a9,86,77,f5,ff,bd
00,a9,88,7f,ff,ff,fe
00,a9,8a,88,8,ff,bd
00,a9,8c,90,9,fe,fb
00,a9,8e,97,fa,fd,b9
00,a9,90,9f,d3,fb,f8
00,a9,92,a7,8c,f9,ba
00,a9,94,af,1d,f7,0
