00,67,20,7f,fe,ff,fe
00,67,22,88,8,ff,bd
00,67,24,90,9,fe,fb
00,67,26,97,fa,fd,b9
00,67,28,9f,d3,fb,f8
00,67,2a,a7,8c,f9,ba
00,67,2c,af,1d,f7,0
00,67,2e,b6,7e,f3,cf
00,67,30,bd,a8,f0,28
00,67,32,c4,94,ec,11
00,67,34,cb,3a,e7,8c
00,67,36,d1,95,e2,9e
00,67,38,d7,9d,dd,4d
00,67,3a,dd,4d,d7,9d
00,67,3c,e2,9e,d1,95
00,67,3e,e7,8c,cb,3a
00,67,40,ec,11,c4,94
00,67,42,f0,28,bd,a8
00,67,44,f3,cf,b6,7e
00,67,46,f7,0,af,1d
00,67,48,f9,ba,a7,8c
00,67,4a,fb,f8,9f,d3
00,67,4c,fd,b9,97,fa
00,67,4e,fe,fb,90,9
00,67,50,ff,bd,88,8
00,67,52,ff,fe,7f,ff
00,67,54,ff,bd,77,f5
00,67,56,fe,fb,6f,f4
00,67,58,fd,b9,68,3
00,67,5a,fb,f8,60,2a
00,67,5c,f9,ba,58,71
00,67,5e,f7,0,50,e0
00,67,60,f3,cf,49,7f
00,67,62,f0,28,42,55
00,67,64,ec,11,3b,69
00,67,66,e7,8c,34,c3
00,67,68,e2,9e,2e,68
00,67,6a,dd,4d,28,60
00,67,6c,d7,9d,22,b0
00,67,6e,d1,95,1d,5f
00,67,70,cb,3a,18,71
00,67,72,c4,94,13,ec
00,67,74,bd,a8,f,d5
00,67,76,b6,7e,c,2e
00,67,78,af,1d,8,fd
00,67,7a,a7,8c,6,43
00,67,7c,9f,d3,4,5
00,67,7e,97,fa,2,44
00,67,80,90,9,1,2
00,67,82,88,8,0,40
00,67,84,7f,ff,0,0
00,67,86,77,f5,0,40
00,67,88,6f,f4,1,2
00,67,8a,68,3,2,44
00,67,8c,60,2a,4,5
00,67,8e,58,71,6,43
00,67,90,50,e0,8,fd
00,67,92,49,7f,c,2e
00,67,94,42,55,f,d5
00,67,96,3b,69,13,ec
00,67,98,34,c3,18,71
00,67,9a,2e,68,1d,5f
00,67,9c,28,60,22,b0
00,67,9e,22,b0,28,60
00,67,a0,1d,5f,2e,68
00,67,a2,18,71,34,c3
00,67,a4,13,ec,3b,69
00,67,a6,f,d5,42,55
00,67,a8,c,2e,49,7f
00,67,aa,8,fd,50,e0
00,67,ac,6,43,58,71
00,67,ae,4,5,60,2a
00,67,b0,2,44,68,3
00,67,b2,1,2,6f,f4
