00,9f,60,7f,fe,ff,fe
00,9f,62,88,8,ff,bd
00,9f,64,90,9,fe,fb
00,9f,66,97,fa,fd,b9
00,9f,68,9f,d3,fb,f8
00,9f,6a,a7,8c,f9,ba
00,9f,6c,af,1d,f7,0
00,9f,6e,b6,7e,f3,cf
00,9f,70,bd,a8,f0,28
00,9f,72,c4,94,ec,11
00,9f,74,cb,3a,e7,8c
00,9f,76,d1,95,e2,9e
00,9f,78,d7,9d,dd,4d
00,9f,7a,dd,4d,d7,9d
00,9f,7c,e2,9e,d1,95
00,9f,7e,e7,8c,cb,3a
00,9f,80,ec,11,c4,94
00,9f,82,f0,28,bd,a8
00,9f,84,f3,cf,b6,7e
00,9f,86,f7,0,af,1d
00,9f,88,f9,ba,a7,8c
00,9f,8a,fb,f8,9f,d3
00,9f,8c,fd,b9,97,fa
00,9f,8e,fe,fb,90,9
00,9f,90,ff,bd,88,8
00,9f,92,ff,fe,7f,ff
00,9f,94,ff,bd,77,f5
00,9f,96,fe,fb,6f,f4
00,9f,98,fd,b9,68,3
00,9f,9a,fb,f8,60,2a
00,9f,9c,f9,ba,58,71
00,9f,9e,f7,0,50,e0
00,9f,a0,f3,cf,49,7f
00,9f,a2,f0,28,42,55
00,9f,a4,ec,11,3b,69
00,9f,a6,e7,8c,34,c3
00,9f,a8,e2,9e,2e,68
00,9f,aa,dd,4d,28,60
00,9f,ac,d7,9d,22,b0
00,9f,ae,d1,95,1d,5f
00,9f,b0,cb,3a,18,71
00,9f,b2,c4,94,13,ec
00,9f,b4,bd,a8,f,d5
00,9f,b6,b6,7e,c,2e
00,9f,b8,af,1d,8,fd
00,9f,ba,a7,8c,6,43
00,9f,bc,9f,d3,4,5
00,9f,be,97,fa,2,44
00,9f,c0,90,9,1,2
00,9f,c2,88,8,0,40
00,9f,c4,7f,fe,0,0
00,9f,c6,77,f5,0,40
00,9f,c8,6f,f4,1,2
00,9f,ca,68,3,2,44
00,9f,cc,60,2a,4,5
00,9f,ce,58,71,6,43
00,9f,d0,50,e0,8,fd
00,9f,d2,49,7f,c,2e
00,9f,d4,42,55,f,d5
00,9f,d6,3b,69,13,ec
00,9f,d8,34,c3,18,71
00,9f,da,2e,68,1d,5f
00,9f,dc,28,60,22,b0
00,9f,de,22,b0,28,60
00,9f,e0,1d,5f,2e,68
00,9f,e2,18,71,34,c3
00,9f,e4,13,ec,3b,69
00,9f,e6,f,d5,42,55
00,9f,e8,c,2e,49,7f
00,9f,ea,8,fd,50,e0
00,9f,ec,6,43,58,71
00,9f,ee,4,5,60,2a
00,9f,f0,2,44,68,3
00,9f,f2,1,2,6f,f4
00,9f,f4,0,40,77,f5
00,9f,f6,0,0,7f,fe
00,9f,f8,0,40,88,8
00,9f,fa,1,2,90,9
00,9f,fc,2,44,97,fa
00,9f,fe,4,5,9f,d3
00,a0,0,6,43,a7,8c
00,a0,2,8,fd,af,1d
00,a0,4,c,2e,b6,7e
00,a0,6,f,d5,bd,a8
00,a0,8,13,ec,c4,94
00,a0,a,18,71,cb,3a
00,a0,c,1d,5f,d1,95
00,a0,e,22,b0,d7,9d
00,a0,10,28,60,dd,4d
00,a0,12,2e,68,e2,9e
00,a0,14,34,c3,e7,8c
00,a0,16,3b,69,ec,11
00,a0,18,42,55,f0,28
00,a0,1a,49,7f,f3,cf
00,a0,1c,50,e0,f7,0
00,a0,1e,58,71,f9,ba
00,a0,20,60,2a,fb,f8
00,a0,22,68,3,fd,b9
00,a0,24,6f,f4,fe,fb
00,a0,26,77,f5,ff,bd
00,a0,28,7f,fe,ff,fe
00,a0,2a,88,8,ff,bd
00,a0,2c,90,9,fe,fb
00,a0,2e,97,fa,fd,b9
00,a0,30,9f,d3,fb,f8
00,a0,32,a7,8c,f9,ba
00,a0,34,af,1d,f7,0
00,a0,36,b6,7e,f3,cf
00,a0,38,bd,a8,f0,28
00,a0,3a,c4,94,ec,11
00,a0,3c,cb,3a,e7,8c
00,a0,3e,d1,95,e2,9e
00,a0,40,d7,9d,dd,4d
00,a0,42,dd,4d,d7,9d
00,a0,44,e2,9e,d1,95
00,a0,46,e7,8c,cb,3a
00,a0,48,ec,11,c4,94
00,a0,4a,f0,28,bd,a8
00,a0,4c,f3,cf,b6,7e
00,a0,4e,f7,0,af,1d
00,a0,50,f9,ba,a7,8c
00,a0,52,fb,f8,9f,d3
00,a0,54,fd,b9,97,fa
00,a0,56,fe,fb,90,9
00,a0,58,ff,bd,88,8
00,a0,5a,ff,fe,7f,fe
00,a0,5c,ff,bd,77,f5
00,a0,5e,fe,fb,6f,f4
00,a0,60,fd,b9,68,3
00,a0,62,fb,f8,60,2a
00,a0,64,f9,ba,58,71
00,a0,66,f7,0,50,e0
00,a0,68,f3,cf,49,7f
00,a0,6a,f0,28,42,55
00,a0,6c,ec,11,3b,69
00,a0,6e,e7,8c,34,c3
00,a0,70,e2,9e,2e,68
00,a0,72,dd,4d,28,60
00,a0,74,d7,9d,22,b0
00,a0,76,d1,95,1d,5f
00,a0,78,cb,3a,18,71
00,a0,7a,c4,94,13,ec
00,a0,7c,bd,a8,f,d5
00,a0,7e,b6,7e,c,2e
00,a0,80,af,1d,8,fd
00,a0,82,a7,8c,6,43
00,a0,84,9f,d3,4,5
00,a0,86,97,fa,2,44
00,a0,88,90,9,1,2
00,a0,8a,88,8,0,40
00,a0,8c,7f,fe,0,0
00,a0,8e,77,f5,0,40
00,a0,90,6f,f4,1,2
00,a0,92,68,3,2,44
00,a0,94,60,2a,4,5
00,a0,96,58,71,6,43
00,a0,98,50,e0,8,fd
00,a0,9a,49,7f,c,2e
00,a0,9c,42,55,f,d5
00,a0,9e,3b,69,13,ec
00,a0,a0,34,c3,18,71
00,a0,a2,2e,68,1d,5f
00,a0,a4,28,60,22,b0
00,a0,a6,22,b0,28,60
00,a0,a8,1d,5f,2e,68
00,a0,aa,18,71,34,c3
00,a0,ac,13,ec,3b,69
00,a0,ae,f,d5,42,55
00,a0,b0,c,2e,49,7f
00,a0,b2,8,fd,50,e0
00,a0,b4,6,43,58,71
00,a0,b6,4,5,60,2a
00,a0,b8,2,44,68,3
00,a0,ba,1,2,6f,f4
00,a0,bc,0,40,77,f5
00,a0,be,0,0,7f,fe
00,a0,c0,0,40,88,8
00,a0,c2,1,2,90,9
00,a0,c4,2,44,97,fa
00,a0,c6,4,5,9f,d3
00,a0,c8,6,43,a7,8c
00,a0,ca,8,fd,af,1d
00,a0,cc,c,2e,b6,7e
00,a0,ce,f,d5,bd,a8
00,a0,d0,13,ec,c4,94
00,a0,d2,18,71,cb,3a
00,a0,d4,1d,5f,d1,95
00,a0,d6,22,b0,d7,9d
00,a0,d8,28,60,dd,4d
00,a0,da,2e,68,e2,9e
00,a0,dc,34,c3,e7,8c
00,a0,de,3b,69,ec,11
00,a0,e0,42,55,f0,28
00,a0,e2,49,7f,f3,cf
