00,12,c0,7f,fe,ff,fe
00,12,c2,88,8,ff,bd
00,12,c4,90,9,fe,fb
00,12,c6,97,fa,fd,b9
00,12,c8,9f,d3,fb,f8
00,12,ca,a7,8c,f9,ba
00,12,cc,af,1d,f7,0
00,12,ce,b6,7e,f3,cf
00,12,d0,bd,a8,f0,28
00,12,d2,c4,94,ec,11
00,12,d4,cb,3a,e7,8c
00,12,d6,d1,95,e2,9e
00,12,d8,d7,9d,dd,4d
00,12,da,dd,4d,d7,9d
00,12,dc,e2,9e,d1,95
00,12,de,e7,8c,cb,3a
00,12,e0,ec,11,c4,94
00,12,e2,f0,28,bd,a8
00,12,e4,f3,cf,b6,7e
00,12,e6,f7,0,af,1d
00,12,e8,f9,ba,a7,8c
00,12,ea,fb,f8,9f,d3
00,12,ec,fd,b9,97,fa
00,12,ee,fe,fb,90,9
00,12,f0,ff,bd,88,8
00,12,f2,ff,fe,7f,ff
00,12,f4,ff,bd,77,f5
00,12,f6,fe,fb,6f,f4
00,12,f8,fd,b9,68,3
00,12,fa,fb,f8,60,2a
00,12,fc,f9,ba,58,71
00,12,fe,f7,0,50,e0
00,13,0,f3,cf,49,7f
00,13,2,f0,28,42,55
00,13,4,ec,11,3b,69
00,13,6,e7,8c,34,c3
00,13,8,e2,9e,2e,68
00,13,a,dd,4d,28,60
00,13,c,d7,9d,22,b0
00,13,e,d1,95,1d,5f
00,13,10,cb,3a,18,71
00,13,12,c4,94,13,ec
00,13,14,bd,a8,f,d5
00,13,16,b6,7e,c,2e
00,13,18,af,1d,8,fd
00,13,1a,a7,8c,6,43
00,13,1c,9f,d3,4,5
00,13,1e,97,fa,2,44
00,13,20,90,9,1,2
00,13,22,88,8,0,40
00,13,24,7f,ff,0,0
00,13,26,77,f5,0,40
00,13,28,6f,f4,1,2
00,13,2a,68,3,2,44
00,13,2c,60,2a,4,5
00,13,2e,58,71,6,43
00,13,30,50,e0,8,fd
00,13,32,49,7f,c,2e
00,13,34,42,55,f,d5
00,13,36,3b,69,13,ec
00,13,38,34,c3,18,71
00,13,3a,2e,68,1d,5f
00,13,3c,28,60,22,b0
00,13,3e,22,b0,28,60
00,13,40,1d,5f,2e,68
00,13,42,18,71,34,c3
00,13,44,13,ec,3b,69
00,13,46,f,d5,42,55
00,13,48,c,2e,49,7f
00,13,4a,8,fd,50,e0
00,13,4c,6,43,58,71
00,13,4e,4,5,60,2a
00,13,50,2,44,68,3
00,13,52,1,2,6f,f4
00,13,54,0,40,77,f5
00,13,56,0,0,7f,ff
00,13,58,0,40,88,8
00,13,5a,1,2,90,9
00,13,5c,2,44,97,fa
00,13,5e,4,5,9f,d3
