00,70,80,7f,fe,ff,fe
00,70,82,88,8,ff,bd
00,70,84,90,9,fe,fb
00,70,86,97,fa,fd,b9
00,70,88,9f,d3,fb,f8
00,70,8a,a7,8c,f9,ba
00,70,8c,af,1d,f7,0
00,70,8e,b6,7e,f3,cf
00,70,90,bd,a8,f0,28
00,70,92,c4,94,ec,11
00,70,94,cb,3a,e7,8c
00,70,96,d1,95,e2,9e
00,70,98,d7,9d,dd,4d
00,70,9a,dd,4d,d7,9d
00,70,9c,e2,9e,d1,95
00,70,9e,e7,8c,cb,3a
00,70,a0,ec,11,c4,94
00,70,a2,f0,28,bd,a8
00,70,a4,f3,cf,b6,7e
00,70,a6,f7,0,af,1d
00,70,a8,f9,ba,a7,8c
00,70,aa,fb,f8,9f,d3
00,70,ac,fd,b9,97,fa
00,70,ae,fe,fb,90,9
00,70,b0,ff,bd,88,8
00,70,b2,ff,fe,7f,fe
00,70,b4,ff,bd,77,f5
00,70,b6,fe,fb,6f,f4
00,70,b8,fd,b9,68,3
00,70,ba,fb,f8,60,2a
00,70,bc,f9,ba,58,71
00,70,be,f7,0,50,e0
00,70,c0,f3,cf,49,7f
00,70,c2,f0,28,42,55
00,70,c4,ec,11,3b,69
00,70,c6,e7,8c,34,c3
00,70,c8,e2,9e,2e,68
00,70,ca,dd,4d,28,60
00,70,cc,d7,9d,22,b0
00,70,ce,d1,95,1d,5f
00,70,d0,cb,3a,18,71
00,70,d2,c4,94,13,ec
00,70,d4,bd,a8,f,d5
00,70,d6,b6,7e,c,2e
00,70,d8,af,1d,8,fd
00,70,da,a7,8c,6,43
00,70,dc,9f,d3,4,5
00,70,de,97,fa,2,44
00,70,e0,90,9,1,2
00,70,e2,88,8,0,40
00,70,e4,7f,ff,0,0
00,70,e6,77,f5,0,40
00,70,e8,6f,f4,1,2
00,70,ea,68,3,2,44
00,70,ec,60,2a,4,5
00,70,ee,58,71,6,43
00,70,f0,50,e0,8,fd
00,70,f2,49,7f,c,2e
00,70,f4,42,55,f,d5
00,70,f6,3b,69,13,ec
00,70,f8,34,c3,18,71
00,70,fa,2e,68,1d,5f
00,70,fc,28,60,22,b0
00,70,fe,22,b0,28,60
00,71,0,1d,5f,2e,68
00,71,2,18,71,34,c3
00,71,4,13,ec,3b,69
00,71,6,f,d5,42,55
00,71,8,c,2e,49,7f
00,71,a,8,fd,50,e0
00,71,c,6,43,58,71
00,71,e,4,5,60,2a
00,71,10,2,44,68,3
00,71,12,1,2,6f,f4
00,71,14,0,40,77,f5
00,71,16,0,0,7f,ff
00,71,18,0,40,88,8
00,71,1a,1,2,90,9
00,71,1c,2,44,97,fa
00,71,1e,4,5,9f,d3
00,71,20,6,43,a7,8c
00,71,22,8,fd,af,1d
00,71,24,c,2e,b6,7e
00,71,26,f,d5,bd,a8
00,71,28,13,ec,c4,94
00,71,2a,18,71,cb,3a
00,71,2c,1d,5f,d1,95
00,71,2e,22,b0,d7,9d
00,71,30,28,60,dd,4d
00,71,32,2e,68,e2,9e
00,71,34,34,c3,e7,8c
00,71,36,3b,69,ec,11
00,71,38,42,55,f0,28
00,71,3a,49,7f,f3,cf
00,71,3c,50,e0,f7,0
00,71,3e,58,71,f9,ba
00,71,40,60,2a,fb,f8
00,71,42,68,3,fd,b9
00,71,44,6f,f4,fe,fb
00,71,46,77,f5,ff,bd
00,71,48,7f,ff,ff,fe
00,71,4a,88,8,ff,bd
00,71,4c,90,9,fe,fb
00,71,4e,97,fa,fd,b9
00,71,50,9f,d3,fb,f8
00,71,52,a7,8c,f9,ba
00,71,54,af,1d,f7,0
00,71,56,b6,7e,f3,cf
00,71,58,bd,a8,f0,28
00,71,5a,c4,94,ec,11
00,71,5c,cb,3a,e7,8c
00,71,5e,d1,95,e2,9e
00,71,60,d7,9d,dd,4d
00,71,62,dd,4d,d7,9d
00,71,64,e2,9e,d1,95
00,71,66,e7,8c,cb,3a
00,71,68,ec,11,c4,94
00,71,6a,f0,28,bd,a8
00,71,6c,f3,cf,b6,7e
00,71,6e,f7,0,af,1d
00,71,70,f9,ba,a7,8c
00,71,72,fb,f8,9f,d3
00,71,74,fd,b9,97,fa
00,71,76,fe,fb,90,9
00,71,78,ff,bd,88,8
00,71,7a,ff,fe,7f,ff
00,71,7c,ff,bd,77,f5
00,71,7e,fe,fb,6f,f4
00,71,80,fd,b9,68,3
00,71,82,fb,f8,60,2a
00,71,84,f9,ba,58,71
00,71,86,f7,0,50,e0
00,71,88,f3,cf,49,7f
00,71,8a,f0,28,42,55
00,71,8c,ec,11,3b,69
00,71,8e,e7,8c,34,c3
00,71,90,e2,9e,2e,68
00,71,92,dd,4d,28,60
00,71,94,d7,9d,22,b0
00,71,96,d1,95,1d,5f
00,71,98,cb,3a,18,71
00,71,9a,c4,94,13,ec
00,71,9c,bd,a8,f,d5
00,71,9e,b6,7e,c,2e
00,71,a0,af,1d,8,fd
00,71,a2,a7,8c,6,43
00,71,a4,9f,d3,4,5
00,71,a6,97,fa,2,44
00,71,a8,90,9,1,2
00,71,aa,88,8,0,40
00,71,ac,7f,fe,0,0
00,71,ae,77,f5,0,40
00,71,b0,6f,f4,1,2
00,71,b2,68,3,2,44
00,71,b4,60,2a,4,5
00,71,b6,58,71,6,43
00,71,b8,50,e0,8,fd
00,71,ba,49,7f,c,2e
00,71,bc,42,55,f,d5
00,71,be,3b,69,13,ec
00,71,c0,34,c3,18,71
00,71,c2,2e,68,1d,5f
00,71,c4,28,60,22,b0
00,71,c6,22,b0,28,60
00,71,c8,1d,5f,2e,68
00,71,ca,18,71,34,c3
00,71,cc,13,ec,3b,69
00,71,ce,f,d5,42,55
00,71,d0,c,2e,49,7f
00,71,d2,8,fd,50,e0
00,71,d4,6,43,58,71
00,71,d6,4,5,60,2a
00,71,d8,2,44,68,3
00,71,da,1,2,6f,f4
00,71,dc,0,40,77,f5
00,71,de,0,0,7f,fe
00,71,e0,0,40,88,8
00,71,e2,1,2,90,9
00,71,e4,2,44,97,fa
00,71,e6,4,5,9f,d3
00,71,e8,6,43,a7,8c
00,71,ea,8,fd,af,1d
00,71,ec,c,2e,b6,7e
00,71,ee,f,d5,bd,a8
00,71,f0,13,ec,c4,94
00,71,f2,18,71,cb,3a
00,71,f4,1d,5f,d1,95
00,71,f6,22,b0,d7,9d
00,71,f8,28,60,dd,4d
00,71,fa,2e,68,e2,9e
00,71,fc,34,c3,e7,8c
00,71,fe,3b,69,ec,11
00,72,0,42,55,f0,28
00,72,2,49,7f,f3,cf
00,72,4,50,e0,f7,0
00,72,6,58,71,f9,ba
00,72,8,60,2a,fb,f8
00,72,a,68,3,fd,b9
00,72,c,6f,f4,fe,fb
00,72,e,77,f5,ff,bd
00,72,10,7f,fe,ff,fe
00,72,12,88,8,ff,bd
00,72,14,90,9,fe,fb
00,72,16,97,fa,fd,b9
00,72,18,9f,d3,fb,f8
00,72,1a,a7,8c,f9,ba
00,72,1c,af,1d,f7,0
00,72,1e,b6,7e,f3,cf
00,72,20,bd,a8,f0,28
00,72,22,c4,94,ec,11
00,72,24,cb,3a,e7,8c
00,72,26,d1,95,e2,9e
00,72,28,d7,9d,dd,4d
00,72,2a,dd,4d,d7,9d
00,72,2c,e2,9e,d1,95
00,72,2e,e7,8c,cb,3a
00,72,30,ec,11,c4,94
00,72,32,f0,28,bd,a8
00,72,34,f3,cf,b6,7e
00,72,36,f7,0,af,1d
00,72,38,f9,ba,a7,8c
00,72,3a,fb,f8,9f,d3
00,72,3c,fd,b9,97,fa
00,72,3e,fe,fb,90,9
00,72,40,ff,bd,88,8
00,72,42,ff,fe,7f,ff
00,72,44,ff,bd,77,f5
00,72,46,fe,fb,6f,f4
00,72,48,fd,b9,68,3
00,72,4a,fb,f8,60,2a
00,72,4c,f9,ba,58,71
00,72,4e,f7,0,50,e0
00,72,50,f3,cf,49,7f
00,72,52,f0,28,42,55
00,72,54,ec,11,3b,69
00,72,56,e7,8c,34,c3
00,72,58,e2,9e,2e,68
00,72,5a,dd,4d,28,60
00,72,5c,d7,9d,22,b0
00,72,5e,d1,95,1d,5f
00,72,60,cb,3a,18,71
00,72,62,c4,94,13,ec
00,72,64,bd,a8,f,d5
00,72,66,b6,7e,c,2e
00,72,68,af,1d,8,fd
00,72,6a,a7,8c,6,43
00,72,6c,9f,d3,4,5
00,72,6e,97,fa,2,44
00,72,70,90,9,1,2
00,72,72,88,8,0,40
00,72,74,7f,ff,0,0
