00,25,80,7f,fe,ff,fe
00,25,82,88,8,ff,bd
00,25,84,90,9,fe,fb
00,25,86,97,fa,fd,b9
00,25,88,9f,d3,fb,f8
00,25,8a,a7,8c,f9,ba
00,25,8c,af,1d,f7,0
00,25,8e,b6,7e,f3,cf
00,25,90,bd,a8,f0,28
00,25,92,c4,94,ec,11
00,25,94,cb,3a,e7,8c
00,25,96,d1,95,e2,9e
00,25,98,d7,9d,dd,4d
00,25,9a,dd,4d,d7,9d
00,25,9c,e2,9e,d1,95
00,25,9e,e7,8c,cb,3a
00,25,a0,ec,11,c4,94
00,25,a2,f0,28,bd,a8
00,25,a4,f3,cf,b6,7e
00,25,a6,f7,0,af,1d
00,25,a8,f9,ba,a7,8c
00,25,aa,fb,f8,9f,d3
00,25,ac,fd,b9,97,fa
00,25,ae,fe,fb,90,9
00,25,b0,ff,bd,88,8
00,25,b2,ff,fe,7f,ff
00,25,b4,ff,bd,77,f5
00,25,b6,fe,fb,6f,f4
00,25,b8,fd,b9,68,3
00,25,ba,fb,f8,60,2a
00,25,bc,f9,ba,58,71
00,25,be,f7,0,50,e0
00,25,c0,f3,cf,49,7f
00,25,c2,f0,28,42,55
00,25,c4,ec,11,3b,69
00,25,c6,e7,8c,34,c3
00,25,c8,e2,9e,2e,68
00,25,ca,dd,4d,28,60
00,25,cc,d7,9d,22,b0
00,25,ce,d1,95,1d,5f
00,25,d0,cb,3a,18,71
00,25,d2,c4,94,13,ec
00,25,d4,bd,a8,f,d5
00,25,d6,b6,7e,c,2e
00,25,d8,af,1d,8,fd
00,25,da,a7,8c,6,43
00,25,dc,9f,d3,4,5
00,25,de,97,fa,2,44
00,25,e0,90,9,1,2
00,25,e2,88,8,0,40
00,25,e4,7f,ff,0,0
00,25,e6,77,f5,0,40
00,25,e8,6f,f4,1,2
00,25,ea,68,3,2,44
00,25,ec,60,2a,4,5
00,25,ee,58,71,6,43
00,25,f0,50,e0,8,fd
00,25,f2,49,7f,c,2e
