00,5d,c0,7f,fe,ff,fe
00,5d,c2,88,8,ff,bd
00,5d,c4,90,9,fe,fb
00,5d,c6,97,fa,fd,b9
00,5d,c8,9f,d3,fb,f8
00,5d,ca,a7,8c,f9,ba
00,5d,cc,af,1d,f7,0
00,5d,ce,b6,7e,f3,cf
00,5d,d0,bd,a8,f0,28
00,5d,d2,c4,94,ec,11
00,5d,d4,cb,3a,e7,8c
00,5d,d6,d1,95,e2,9e
00,5d,d8,d7,9d,dd,4d
00,5d,da,dd,4d,d7,9d
00,5d,dc,e2,9e,d1,95
00,5d,de,e7,8c,cb,3a
00,5d,e0,ec,11,c4,94
00,5d,e2,f0,28,bd,a8
00,5d,e4,f3,cf,b6,7e
00,5d,e6,f7,0,af,1d
00,5d,e8,f9,ba,a7,8c
00,5d,ea,fb,f8,9f,d3
00,5d,ec,fd,b9,97,fa
00,5d,ee,fe,fb,90,9
00,5d,f0,ff,bd,88,8
00,5d,f2,ff,fe,7f,ff
00,5d,f4,ff,bd,77,f5
00,5d,f6,fe,fb,6f,f4
00,5d,f8,fd,b9,68,3
00,5d,fa,fb,f8,60,2a
00,5d,fc,f9,ba,58,71
00,5d,fe,f7,0,50,e0
00,5e,0,f3,cf,49,7f
00,5e,2,f0,28,42,55
00,5e,4,ec,11,3b,69
00,5e,6,e7,8c,34,c3
00,5e,8,e2,9e,2e,68
00,5e,a,dd,4d,28,60
00,5e,c,d7,9d,22,b0
00,5e,e,d1,95,1d,5f
00,5e,10,cb,3a,18,71
00,5e,12,c4,94,13,ec
00,5e,14,bd,a8,f,d5
00,5e,16,b6,7e,c,2e
00,5e,18,af,1d,8,fd
00,5e,1a,a7,8c,6,43
00,5e,1c,9f,d3,4,5
00,5e,1e,97,fa,2,44
00,5e,20,90,9,1,2
00,5e,22,88,8,0,40
00,5e,24,7f,ff,0,0
00,5e,26,77,f5,0,40
00,5e,28,6f,f4,1,2
00,5e,2a,68,3,2,44
00,5e,2c,60,2a,4,5
00,5e,2e,58,71,6,43
00,5e,30,50,e0,8,fd
00,5e,32,49,7f,c,2e
00,5e,34,42,55,f,d5
00,5e,36,3b,69,13,ec
00,5e,38,34,c3,18,71
00,5e,3a,2e,68,1d,5f
00,5e,3c,28,60,22,b0
00,5e,3e,22,b0,28,60
00,5e,40,1d,5f,2e,68
00,5e,42,18,71,34,c3
00,5e,44,13,ec,3b,69
00,5e,46,f,d5,42,55
00,5e,48,c,2e,49,7f
00,5e,4a,8,fd,50,e0
00,5e,4c,6,43,58,71
00,5e,4e,4,5,60,2a
00,5e,50,2,44,68,3
00,5e,52,1,2,6f,f4
00,5e,54,0,40,77,f5
00,5e,56,0,0,7f,fe
00,5e,58,0,40,88,8
00,5e,5a,1,2,90,9
00,5e,5c,2,44,97,fa
00,5e,5e,4,5,9f,d3
00,5e,60,6,43,a7,8c
00,5e,62,8,fd,af,1d
00,5e,64,c,2e,b6,7e
00,5e,66,f,d5,bd,a8
00,5e,68,13,ec,c4,94
00,5e,6a,18,71,cb,3a
00,5e,6c,1d,5f,d1,95
00,5e,6e,22,b0,d7,9d
00,5e,70,28,60,dd,4d
00,5e,72,2e,68,e2,9e
00,5e,74,34,c3,e7,8c
